gene_1	NODE_138934_length_609_cov_2.212996	96.479	142	5	0	30	171	3	428	5.61e-96	279
gene_1	NODE_124_length_45274_cov_96.664477	57.988	169	70	1	1	168	15374	14868	5.07e-53	184
gene_1	NODE_9598_length_2656_cov_2.912726	27.815	151	103	3	12	160	2637	2197	1.02e-05	48.5
gene_2	NODE_14074_length_2110_cov_2.573723	98.928	373	4	0	329	701	163	1281	0.0	704
gene_2	NODE_124_length_45274_cov_96.664477	51.994	702	316	9	4	691	14872	12788	0.0	674
gene_2	NODE_9598_length_2656_cov_2.912726	43.491	676	348	12	5	676	2167	230	1.72e-160	488
gene_2	NODE_192843_length_515_cov_1.573913	99.375	160	1	0	60	219	481	2	1.48e-108	329
gene_2	NODE_138934_length_609_cov_2.212996	96.774	62	2	0	1	62	424	609	6.90e-31	123
gene_2	NODE_12720_length_2247_cov_3.436131	26.575	651	356	24	22	651	1710	61	7.21e-29	126
gene_2	NODE_734158_length_276_cov_0.864253	48.235	85	44	0	21	105	21	275	1.82e-20	90.1
gene_2	NODE_428937_length_350_cov_1.457627	42.276	123	63	3	355	477	3	347	2.88e-18	84.7
gene_2	NODE_14440_length_2078_cov_3.653979	25.592	676	382	27	11	657	1978	227	1.98e-17	90.5
gene_2	NODE_7489_length_3089_cov_6.144034	24.374	439	266	14	20	452	1786	2922	4.89e-17	89.7
gene_2	NODE_546037_length_312_cov_1.626459	47.573	103	53	1	544	645	311	3	1.32e-16	79.3
gene_2	NODE_836900_length_266_cov_1.350711	47.917	96	35	4	206	299	4	252	1.14e-15	76.3
gene_2	NODE_343_length_23739_cov_9.457144	23.449	661	401	28	17	659	596	2317	1.39e-14	82.4
gene_2	NODE_15518_length_1990_cov_3.035659	24.538	379	218	12	22	388	971	3	1.63e-13	77.8
gene_2	NODE_968770_length_257_cov_0.945545	43.210	81	39	1	310	390	2	223	2.85e-13	69.3
gene_2	NODE_117439_length_664_cov_2.234811	32.143	224	117	8	292	510	652	71	6.56e-13	72.4
gene_2	NODE_1730744_length_208_cov_1.248366	47.619	63	33	0	38	100	207	19	2.37e-12	66.2
gene_2	NODE_53779_length_998_cov_2.168611	24.268	239	158	8	21	253	225	890	2.11e-10	66.6
gene_2	NODE_1609535_length_216_cov_1.142857	54.545	55	21	1	643	693	215	51	3.53e-10	60.1
gene_2	NODE_195142_length_512_cov_1.321663	30.435	161	107	3	21	177	28	507	9.82e-10	61.6
gene_2	NODE_122902_length_649_cov_1.673401	29.518	166	108	6	21	179	495	4	3.32e-08	58.2
gene_2	NODE_1567898_length_218_cov_2.202454	38.356	73	44	1	291	363	216	1	3.92e-08	54.3
gene_2	NODE_341692_length_388_cov_1.687688	32.231	121	74	4	340	457	28	375	1.40e-07	54.3
gene_2	NODE_228590_length_473_cov_1.435407	28.313	166	95	6	292	457	28	453	1.63e-07	55.1
gene_2	NODE_1519347_length_222_cov_0.886228	35.821	67	42	1	157	222	208	8	3.39e-07	51.6
gene_2	NODE_1571199_length_218_cov_1.177914	42.424	66	38	0	169	234	209	12	4.53e-07	51.2
gene_2	NODE_82108_length_800_cov_2.355705	24.000	325	178	13	136	452	4	795	5.21e-07	55.5
gene_2	NODE_9050_length_2744_cov_3.834139	23.043	447	281	18	42	461	887	2119	5.49e-07	57.0
gene_2	NODE_39787_length_1169_cov_2.819569	24.342	152	112	3	39	190	3	449	7.06e-07	55.8
gene_2	NODE_106753_length_698_cov_1.534992	28.049	164	109	6	21	177	519	34	1.98e-06	53.1
gene_2	NODE_140719_length_605_cov_2.112727	45.312	64	34	1	614	676	5	196	5.51e-06	51.6
gene_2	NODE_53280_length_1003_cov_1.766878	26.250	160	103	4	5	160	451	5	1.16e-05	52.0
gene_2	NODE_1007158_length_254_cov_1.316583	40.000	65	36	2	287	350	195	7	2.05e-05	47.0
gene_2	NODE_627718_length_292_cov_1.012658	40.000	100	56	2	477	575	292	2	2.15e-05	47.4
gene_3	NODE_14074_length_2110_cov_2.573723	97.222	72	2	0	1	72	1281	1496	2.05e-30	114
gene_4	NODE_14074_length_2110_cov_2.573723	96.569	204	7	0	1	204	1499	2110	1.47e-123	380
gene_4	NODE_341210_length_388_cov_2.771772	100.000	129	0	0	219	347	1	387	2.19e-87	268
gene_4	NODE_402251_length_360_cov_1.786885	91.597	119	10	0	340	458	2	358	7.42e-70	222
gene_4	NODE_124_length_45274_cov_96.664477	25.895	475	301	15	62	513	12423	11083	3.04e-22	105
gene_4	NODE_5050_length_3956_cov_2.410408	27.103	428	273	15	62	486	2701	3876	4.16e-19	95.1
gene_4	NODE_37083_length_1214_cov_3.380500	24.163	418	273	18	34	437	1189	26	1.01e-18	92.0
gene_4	NODE_214035_length_489_cov_1.062212	27.564	156	113	0	323	478	476	9	8.20e-18	84.3
gene_4	NODE_1643_length_8116_cov_5.607245	23.799	437	285	16	62	482	1330	2544	7.35e-16	85.1
gene_4	NODE_343_length_23739_cov_9.457144	26.033	484	278	23	31	495	2763	4031	1.01e-15	84.7
gene_4	NODE_665_length_14698_cov_10.960596	26.512	430	269	17	63	487	1186	2349	1.30e-15	84.3
gene_4	NODE_1498035_length_223_cov_1.136905	52.381	63	30	0	318	380	34	222	2.92e-15	74.3
gene_4	NODE_3715_length_4831_cov_3.347571	23.451	452	293	18	71	495	1437	160	9.87e-13	75.1
gene_4	NODE_20878_length_1670_cov_3.190712	32.258	217	98	10	61	261	415	966	9.99e-13	74.3
gene_4	NODE_54912_length_987_cov_2.813305	100.000	35	0	0	483	517	987	883	1.60e-12	72.4
gene_4	NODE_878205_length_263_cov_1.269231	39.759	83	49	1	336	417	249	1	2.11e-12	66.6
gene_4	NODE_1318228_length_234_cov_1.463687	46.154	78	41	1	99	176	2	232	3.76e-12	65.5
gene_4	NODE_33957_length_1273_cov_3.389984	25.862	290	182	9	58	337	802	2	3.03e-11	69.3
gene_4	NODE_202326_length_503_cov_1.062500	36.134	119	74	2	30	148	366	16	3.15e-11	65.5
gene_4	NODE_244089_length_458_cov_1.171216	32.919	161	80	8	62	215	421	2	2.23e-10	62.8
gene_4	NODE_1324138_length_234_cov_1.067039	42.308	78	44	1	30	107	3	233	8.23e-10	58.9
gene_4	NODE_10277_length_2554_cov_2.038015	22.419	339	233	9	154	487	18	959	5.28e-09	62.8
gene_4	NODE_35314_length_1247_cov_2.130034	25.100	251	160	10	228	463	1061	348	7.55e-09	61.6
gene_4	NODE_322952_length_399_cov_0.930233	28.966	145	84	4	110	248	4	399	7.88e-09	57.8
gene_4	NODE_295558_length_416_cov_1.703601	30.282	142	89	4	321	457	413	3	8.89e-09	57.8
gene_4	NODE_1659730_length_212_cov_3.280255	41.935	62	36	0	138	199	16	201	4.74e-08	53.5
gene_4	NODE_111178_length_683_cov_2.197452	30.667	150	84	6	71	217	428	30	5.98e-08	57.4
gene_4	NODE_31569_length_1326_cov_2.963808	23.889	360	228	14	62	409	243	1220	6.16e-08	58.9
gene_4	NODE_898376_length_262_cov_0.922705	37.931	87	53	1	376	462	260	3	6.28e-08	53.9
gene_4	NODE_48102_length_1058_cov_2.116650	24.859	354	226	12	155	495	26	1006	9.55e-08	57.8
gene_4	NODE_986813_length_256_cov_0.890547	39.759	83	47	2	399	479	246	1	2.19e-07	52.4
gene_4	NODE_1430588_length_227_cov_1.215116	43.038	79	36	2	30	104	225	4	5.37e-07	50.8
gene_4	NODE_597472_length_299_cov_0.889344	33.333	90	58	1	369	458	276	13	6.26e-07	51.2
gene_4	NODE_585021_length_302_cov_1.109312	34.513	113	56	4	66	177	288	1	1.73e-06	50.1
gene_4	NODE_656201_length_286_cov_1.709957	36.264	91	55	2	407	495	285	16	2.73e-06	49.3
gene_4	NODE_221303_length_481_cov_1.035211	30.065	153	98	5	371	517	470	21	2.74e-06	51.2
gene_4	NODE_117790_length_663_cov_2.361842	27.841	176	120	7	321	492	645	127	5.27e-06	51.2
gene_4	NODE_402442_length_360_cov_1.600000	35.849	106	57	5	196	299	1	291	5.91e-06	49.3
gene_4	NODE_310037_length_407_cov_0.875000	25.954	131	93	3	324	452	16	402	6.23e-06	49.3
gene_4	NODE_4236_length_4439_cov_5.230611	24.923	325	191	13	173	477	2304	1429	1.19e-05	52.4
gene_4	NODE_164161_length_559_cov_1.757937	28.859	149	99	4	348	495	1	429	1.62e-05	49.3
gene_4	NODE_353807_length_382_cov_1.211009	27.778	108	76	2	317	422	54	377	1.69e-05	48.1
gene_4	NODE_720264_length_277_cov_1.270270	34.091	88	55	2	371	457	12	269	2.07e-05	47.0
gene_4	NODE_236809_length_465_cov_1.100000	41.379	58	33	1	326	382	244	417	3.15e-05	47.8
gene_4	NODE_398066_length_362_cov_1.260586	31.897	116	75	3	357	470	3	344	5.17e-05	46.6
gene_4	NODE_291398_length_419_cov_1.472527	34.314	102	60	4	242	337	415	113	6.34e-05	46.6
gene_4	NODE_917979_length_260_cov_1.843902	34.722	72	45	2	119	189	243	31	7.74e-05	45.1
gene_4	NODE_252892_length_450_cov_1.111392	29.452	146	76	6	125	259	55	444	9.18e-05	46.6
gene_5	NODE_54912_length_987_cov_2.813305	96.939	294	9	0	1	294	883	2	4.06e-179	505
gene_5	NODE_365333_length_376_cov_1.806854	58.491	106	43	1	71	175	1	318	2.76e-20	89.7
gene_5	NODE_658655_length_286_cov_1.168831	100.000	42	0	0	341	382	126	1	1.75e-19	86.3
gene_5	NODE_106440_length_699_cov_1.636646	38.624	189	109	3	11	194	582	22	1.07e-17	85.5
gene_5	NODE_109380_length_689_cov_2.429022	34.921	189	119	2	89	275	686	126	4.45e-14	75.1
gene_5	NODE_12155_length_2310_cov_3.177384	33.186	226	129	5	56	268	1212	562	1.31e-12	73.6
gene_5	NODE_124_length_45274_cov_96.664477	36.316	190	117	2	85	272	10753	10190	1.40e-11	70.9
gene_5	NODE_189436_length_520_cov_1.131183	38.462	130	78	1	56	183	102	491	4.25e-11	65.1
gene_5	NODE_133166_length_623_cov_1.478873	39.130	161	94	2	11	167	489	7	7.77e-11	65.1
gene_5	NODE_22975_length_1581_cov_3.051769	38.129	139	82	2	89	224	1164	1577	3.36e-09	62.8
gene_5	NODE_41945_length_1137_cov_2.765250	36.691	139	83	2	95	228	6	422	4.03e-09	62.0
gene_5	NODE_164_length_37930_cov_14.055604	30.539	167	113	1	71	234	34810	35310	1.24e-08	61.6
gene_5	NODE_145_length_41744_cov_13.471563	34.239	184	115	4	57	234	15064	14513	2.20e-08	60.8
gene_5	NODE_498043_length_327_cov_0.801471	45.055	91	50	0	77	167	46	318	2.86e-08	55.1
gene_5	NODE_29038_length_1388_cov_2.474119	30.303	198	134	3	85	279	1273	683	6.37e-08	58.5
gene_5	NODE_1001_length_11228_cov_11.714759	27.014	211	143	5	55	262	3232	3840	6.93e-08	58.9
gene_5	NODE_24612_length_1518_cov_2.730690	28.972	214	125	8	43	234	87	713	8.75e-08	58.2
gene_5	NODE_48592_length_1052_cov_2.073220	32.692	156	95	2	85	234	778	323	1.55e-07	57.0
gene_5	NODE_929167_length_260_cov_0.868293	45.000	60	33	0	77	136	225	46	1.72e-07	52.4
gene_5	NODE_163831_length_560_cov_1.188119	34.586	133	84	2	105	234	9	407	2.46e-07	54.3
gene_5	NODE_458688_length_339_cov_2.707746	42.593	54	31	0	49	102	178	339	2.71e-07	52.4
gene_5	NODE_1537789_length_220_cov_1.733333	56.338	71	30	1	98	167	1	213	1.13e-06	49.7
gene_5	NODE_31_length_110634_cov_10.897033	32.075	159	97	3	78	228	88484	88951	1.41e-06	55.1
gene_5	NODE_137048_length_614_cov_1.116279	37.963	108	56	4	11	111	314	3	2.06e-06	52.0
gene_5	NODE_118_length_47004_cov_305.739675	35.915	142	78	5	101	234	14227	13817	2.15e-06	54.3
gene_5	NODE_20866_length_1671_cov_1.913366	33.094	139	91	1	98	234	562	146	2.98e-06	53.5
gene_5	NODE_475_length_18681_cov_11.014442	28.342	187	116	3	56	232	5378	4842	3.17e-06	53.9
gene_5	NODE_68139_length_881_cov_2.543584	38.095	189	105	4	87	269	569	21	6.00e-06	51.6
gene_5	NODE_50810_length_1027_cov_5.698560	36.207	116	72	1	57	172	672	1013	8.03e-06	51.6
gene_5	NODE_24307_length_1529_cov_3.314111	34.965	143	82	4	101	236	797	1213	8.69e-06	52.0
gene_5	NODE_40017_length_1166_cov_1.843384	33.582	134	74	3	78	200	815	426	1.05e-05	51.2
gene_5	NODE_333885_length_392_cov_2.151335	36.585	123	76	1	114	234	383	15	1.58e-05	47.8
gene_5	NODE_153479_length_578_cov_2.900574	35.484	93	60	0	87	179	282	4	3.01e-05	48.5
gene_5	NODE_12574_length_2263_cov_7.449728	30.909	220	136	6	54	266	405	1037	4.68e-05	49.7
gene_5	NODE_2241_length_6699_cov_4.806893	31.915	141	88	3	31	167	4073	3663	5.45e-05	49.7
gene_5	NODE_1438383_length_227_cov_1.081395	36.000	75	46	1	61	133	226	2	5.49e-05	44.7
gene_5	NODE_123317_length_648_cov_1.404722	26.380	163	108	1	84	234	50	538	7.41e-05	47.4
gene_6	NODE_1395388_length_229_cov_2.195402	98.667	75	1	0	19	93	227	3	6.72e-46	146
gene_6	NODE_1317084_length_234_cov_1.636872	48.000	50	25	1	16	64	83	232	8.52e-06	44.3
gene_7	NODE_144543_length_597_cov_1.549815	99.394	165	1	0	1	165	97	591	4.76e-117	339
gene_7	NODE_621274_length_293_cov_1.205882	95.876	97	4	0	164	260	291	1	1.38e-62	197
gene_7	NODE_657481_length_286_cov_1.402597	58.947	95	39	0	80	174	1	285	6.48e-30	113
gene_7	NODE_396192_length_363_cov_1.077922	49.412	85	43	0	2	86	109	363	2.27e-22	94.0
gene_7	NODE_1595271_length_217_cov_1.061728	58.929	56	23	0	165	220	216	49	9.77e-16	74.3
gene_7	NODE_445454_length_344_cov_1.411765	30.612	98	66	1	240	335	17	310	1.49e-11	64.3
gene_7	NODE_115155_length_671_cov_1.657468	100.000	31	0	0	310	340	3	95	3.57e-11	65.9
gene_7	NODE_373198_length_373_cov_0.905660	29.464	112	77	1	3	114	356	27	1.57e-05	47.4
gene_8	NODE_115155_length_671_cov_1.657468	75.758	33	8	0	1	33	100	198	3.07e-10	55.8
gene_9	NODE_115155_length_671_cov_1.657468	96.364	110	4	0	1	110	332	661	4.57e-69	209
gene_9	NODE_124_length_45274_cov_96.664477	53.000	100	45	2	1	99	7882	7586	3.17e-21	90.5
gene_9	NODE_1078361_length_249_cov_1.948454	42.500	80	44	2	21	99	249	13	9.22e-11	57.0
gene_9	NODE_181085_length_532_cov_1.473795	96.000	25	1	0	86	110	530	456	7.48e-06	45.8
gene_10	NODE_181085_length_532_cov_1.473795	95.489	133	6	0	1	133	456	58	1.76e-52	166
gene_11	NODE_19763_length_1725_cov_2.559281	92.308	221	17	0	378	598	1723	1061	3.59e-111	347
gene_11	NODE_124_length_45274_cov_96.664477	67.482	409	119	3	62	467	7119	5926	3.39e-91	312
gene_11	NODE_297159_length_415_cov_1.550000	97.080	137	4	0	67	203	413	3	7.32e-60	199
gene_11	NODE_1275694_length_237_cov_1.049451	43.750	80	31	2	37	105	232	2	3.12e-07	51.6
gene_11	NODE_2332_length_6521_cov_7.968760	63.636	66	24	0	337	402	2160	1963	3.98e-07	57.4
gene_11	NODE_203498_length_501_cov_1.901345	46.667	75	27	3	192	253	298	74	1.04e-05	49.7
gene_12	NODE_19763_length_1725_cov_2.559281	68.862	334	95	5	1	330	1058	72	1.16e-149	436
gene_12	NODE_5007_length_3975_cov_3.816837	36.429	140	72	6	3	138	2621	2241	5.58e-11	67.4
gene_12	NODE_921289_length_260_cov_1.102439	47.170	53	24	2	3	55	149	3	3.53e-06	48.1
gene_13	NODE_83692_length_792_cov_2.112619	93.617	94	6	0	22	115	792	511	2.57e-54	173
gene_14	NODE_83692_length_792_cov_2.112619	95.152	165	8	0	1	165	511	17	1.78e-109	315
gene_14	NODE_124_length_45274_cov_96.664477	45.181	166	89	2	1	165	4777	4283	4.42e-37	138
gene_15	NODE_1202670_length_241_cov_2.795699	100.000	38	0	0	6	43	3	116	3.30e-21	81.3
gene_15	NODE_124_length_45274_cov_96.664477	67.500	40	13	0	4	43	4278	4159	8.97e-08	50.1
gene_16	NODE_204614_length_500_cov_1.292135	97.638	127	3	0	14	140	388	8	8.73e-85	254
gene_16	NODE_343_length_23739_cov_9.457144	32.800	250	159	2	23	272	7149	7871	1.58e-30	124
gene_16	NODE_124_length_45274_cov_96.664477	41.935	186	97	4	1	176	4090	3536	2.81e-27	114
gene_16	NODE_124_length_45274_cov_96.664477	39.370	127	64	2	161	274	3418	3038	6.53e-16	81.6
gene_16	NODE_161353_length_564_cov_1.628684	100.000	34	0	0	240	273	563	462	3.76e-14	72.4
gene_16	NODE_198146_length_508_cov_1.523179	26.667	120	80	2	21	140	426	91	3.90e-09	58.2
gene_16	NODE_42307_length_1133_cov_1.826531	32.381	105	69	1	17	121	315	7	1.81e-07	55.5
gene_16	NODE_44446_length_1102_cov_2.761223	29.004	231	133	8	36	254	4	639	9.71e-07	53.1
gene_16	NODE_899638_length_262_cov_0.913043	30.000	80	56	0	23	102	245	6	2.41e-05	45.4
gene_16	NODE_44510_length_1101_cov_3.375717	31.068	103	70	1	19	121	865	560	9.43e-05	47.0
gene_17	NODE_161353_length_564_cov_1.628684	90.833	120	11	0	1	120	401	42	4.56e-75	223
gene_17	NODE_124_length_45274_cov_96.664477	40.367	109	65	0	8	116	2971	2645	5.88e-11	62.0
gene_18	NODE_1381979_length_230_cov_1.491429	98.684	76	1	0	39	114	2	229	1.24e-46	150
gene_18	NODE_124_length_45274_cov_96.664477	31.618	136	85	3	19	153	2535	2149	8.79e-12	66.6
gene_19	NODE_124_length_45274_cov_96.664477	89.588	413	43	0	246	658	1241	3	0.0	679
gene_19	NODE_124_length_45274_cov_96.664477	72.283	368	99	2	1094	1460	45226	44129	9.44e-98	353
gene_19	NODE_29917_length_1365_cov_51.427481	66.259	409	138	0	642	1050	3	1229	1.24e-89	302
gene_19	NODE_401797_length_360_cov_2.800000	98.319	119	2	0	174	292	3	359	3.77e-44	159
gene_19	NODE_29679_length_1371_cov_30.850304	50.282	177	88	0	874	1050	667	137	1.39e-31	134
gene_19	NODE_29679_length_1371_cov_30.850304	94.286	35	2	0	642	676	1369	1265	8.01e-09	63.9
gene_19	NODE_87640_length_773_cov_5.034819	36.150	213	135	1	410	621	766	128	1.55e-31	128
gene_19	NODE_98421_length_727_cov_7.998512	36.649	191	120	1	432	621	28	600	5.23e-28	117
gene_19	NODE_581310_length_303_cov_1.068548	70.886	79	22	1	1173	1251	239	6	5.06e-27	110
gene_19	NODE_376577_length_371_cov_1.585443	81.301	123	23	0	979	1101	2	370	1.35e-21	95.5
gene_19	NODE_591063_length_300_cov_1.612245	66.667	81	27	0	731	811	243	1	8.18e-19	86.7
gene_19	NODE_1218125_length_241_cov_0.822581	93.478	46	3	0	130	175	238	101	9.72e-18	82.8
gene_19	NODE_14758_length_2050_cov_2.479198	33.692	279	164	6	373	647	1058	273	1.97e-17	92.0
gene_19	NODE_874503_length_263_cov_3.129808	77.907	86	19	0	889	974	259	2	4.33e-14	72.8
gene_19	NODE_175191_length_541_cov_1.409465	32.620	187	109	3	421	598	2	538	1.29e-11	68.6
gene_19	NODE_287_length_26521_cov_7.284629	27.820	266	164	5	392	635	16210	16989	1.34e-11	73.9
gene_19	NODE_1209889_length_241_cov_1.032258	42.105	76	44	0	459	534	1	228	3.37e-11	64.3
gene_19	NODE_3436_length_5064_cov_3.047115	29.694	229	158	3	373	599	758	75	6.55e-11	71.6
gene_19	NODE_5917_length_3584_cov_6.569000	32.314	229	152	3	373	599	1946	2629	6.53e-10	68.2
gene_19	NODE_1728531_length_208_cov_1.254902	41.429	70	40	1	380	449	208	2	5.06e-09	57.8
gene_19	NODE_6605_length_3342_cov_4.241862	26.754	228	148	6	446	657	189	863	1.65e-08	63.5
gene_19	NODE_1275157_length_237_cov_1.049451	43.056	72	40	1	366	437	24	236	2.08e-08	56.2
gene_19	NODE_12860_length_2231_cov_17.950368	38.750	80	49	0	361	440	1991	2230	4.80e-08	62.0
gene_19	NODE_23319_length_1568_cov_2.032386	27.165	254	168	6	399	637	810	1565	6.36e-08	61.2
gene_19	NODE_196920_length_509_cov_4.000000	41.270	63	37	0	361	423	315	503	8.20e-07	54.3
gene_19	NODE_2771_length_5861_cov_16.460214	22.590	332	220	8	356	661	2382	3344	1.21e-06	57.8
gene_19	NODE_15649_length_1979_cov_4.230249	26.337	243	138	8	446	661	1178	1864	1.18e-05	53.9
gene_19	NODE_7649_length_3049_cov_5.454910	24.648	284	185	11	397	659	1528	2355	3.64e-05	52.8
gene_19	NODE_141605_length_603_cov_2.574818	30.769	130	90	0	407	536	212	601	4.43e-05	50.1
gene_20	NODE_124_length_45274_cov_96.664477	85.169	472	70	0	1	472	44123	42708	0.0	780
gene_20	NODE_124_length_45274_cov_96.664477	69.630	540	135	7	564	1079	42578	40974	0.0	725
gene_20	NODE_60226_length_941_cov_2.104966	96.970	264	8	0	784	1047	940	149	7.18e-172	509
gene_20	NODE_280543_length_427_cov_1.368280	98.582	141	2	0	189	329	3	425	4.18e-86	277
gene_20	NODE_933051_length_259_cov_1.560510	100.000	85	0	0	698	782	257	3	3.47e-49	172
gene_20	NODE_1645173_length_213_cov_2.297468	98.571	70	1	0	578	647	211	2	2.80e-40	146
gene_20	NODE_1723729_length_208_cov_1.882353	98.551	69	1	0	132	200	2	208	9.06e-40	144
gene_20	NODE_1457904_length_225_cov_3.352941	100.000	61	0	0	412	472	223	41	6.16e-35	131
gene_20	NODE_1471345_length_225_cov_1.000000	63.514	74	27	0	352	425	2	223	3.16e-23	97.8
gene_20	NODE_136229_length_615_cov_55.292857	44.022	184	87	4	492	662	556	14	1.08e-22	100
gene_20	NODE_136230_length_615_cov_34.950000	42.935	184	89	4	492	662	60	602	5.66e-21	95.9
gene_20	NODE_639342_length_290_cov_0.655319	75.610	41	10	0	382	422	157	279	7.78e-12	66.2
gene_20	NODE_248315_length_454_cov_1.205514	32.456	114	75	2	623	735	341	3	9.97e-09	58.9
gene_21	NODE_459018_length_339_cov_2.010563	97.087	103	3	0	1	103	29	337	1.65e-68	204
gene_21	NODE_124_length_45274_cov_96.664477	91.667	108	9	0	1	108	40974	40651	7.55e-61	203
gene_22	NODE_124_length_45274_cov_96.664477	93.365	211	14	0	207	417	40236	39604	1.93e-120	389
gene_22	NODE_124_length_45274_cov_96.664477	88.776	98	11	0	1	98	40651	40358	5.77e-49	182
gene_22	NODE_299480_length_413_cov_26.726257	93.431	137	9	0	87	223	413	3	1.50e-73	229
gene_22	NODE_299479_length_413_cov_48.550279	91.971	137	11	0	87	223	413	3	1.86e-72	226
